HGNCID	Status	ApprovedSymbol	ApprovedName	PreviousSymbols	AliasSymbol	EnsemblGeneID	UCSCGeneID	RefSeqAccession	UniProtAccession
HGNC:40292	Approved	IDH1-AS1	IDH1 antisense RNA 1			ENSG00000231908	uc061rwz.1	NR_046452	
HGNC:5383	Approved	IDH2	"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial"			ENSG00000182054	uc002box.4	NM_001289910	P48735
HGNC:5384	Approved	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha			ENSG00000166411	uc002bdd.4	NM_005530	P50213
HGNC:5385	Approved	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta		RP46	ENSG00000101365	uc002wgp.4	NM_001258384	O43837
HGNC:5386	Approved	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma			ENSG00000067829	uc004fip.4	NM_004135	P51553
HGNC:5387	Approved	IDI1	isopentenyl-diphosphate delta isomerase 1			ENSG00000067064	uc001iga.4	NM_004508	Q13907
HGNC:23487	Approved	IDI2	isopentenyl-diphosphate delta isomerase 2		IPPI2	ENSG00000148377	uc001ifv.1	NM_033261	Q9BXS1
HGNC:30885	Approved	IDI2-AS1	IDI2 antisense RNA 1	C10orf110|IDI2-AS	HT009|Em:AC022536.4	ENSG00000232656	uc001ify.4	NR_024628	Q9NZ38
HGNC:31367	Approved	IDNK	"IDNK, gluconokinase"	C9orf103	bA522I20.2|hGntK	ENSG00000148057	uc004amu.4	NM_001001551	Q5T6J7
HGNC:6059	Approved	IDO1	"indoleamine 2,3-dioxygenase 1"	IDO|INDO		ENSG00000131203	uc064mfz.1	NM_002164	P14902
HGNC:27269	Approved	IDO2	"indoleamine 2,3-dioxygenase 2"	INDOL1		ENSG00000188676	uc064mgi.1	NM_194294	Q6ZQW0
HGNC:5389	Approved	IDS	iduronate 2-sulfatase	SIDS		ENSG00000010404	uc011mxe.3	NM_000202	P22304
HGNC:5390	Approved	IDSP1	iduronate 2-sulfatase pseudogene 1		IDS2	ENSG00000176289		NG_001149	
HGNC:5391	Approved	IDUA	"iduronidase, alpha-L-"		MPS1	ENSG00000127415	uc003gby.5	NM_000203	P35475
HGNC:28871	Approved	IER2	immediate early response 2		ETR101	ENSG00000160888	uc002mwr.4	NM_004907	Q9BTL4
HGNC:5392	Approved	IER3	immediate early response 3		IEX-1|DIF-2|PRG1|IEX-1L	ENSG00000137331	uc003nrn.4	NM_003897	P46695
HGNC:18550	Approved	IER3IP1	immediate early response 3 interacting protein 1			ENSG00000134049	uc002lcu.4	NM_016097	Q9Y5U9
HGNC:5393	Approved	IER5	immediate early response 5			ENSG00000162783	uc001got.5	NM_016545	Q5VY09
HGNC:23679	Approved	IER5L	immediate early response 5 like		bA247A12.2	ENSG00000188483	uc010myt.2	NM_203434	Q5T953
HGNC:24970	Approved	IFFO1	intermediate filament family orphan 1	IFFO	HOM-TES-103	ENSG00000010295	uc001qpf.3	NM_080730	Q0D2I5
HGNC:27006	Approved	IFFO2	intermediate filament family orphan 2			ENSG00000169991	uc001bbd.3	NM_001136265	Q5TF58
HGNC:4054	Approved	IFI6	interferon alpha inducible protein 6	G1P3	IFI616|FAM14C|6-16|IFI-6-16	ENSG00000126709	uc001bon.2	NM_022873	P09912
HGNC:5395	Approved	IFI16	interferon gamma inducible protein 16		IFNGIP1|PYHIN2	ENSG00000163565	uc057mgg.1	NM_005531	Q16666
HGNC:5397	Approved	IFI27	interferon alpha inducible protein 27		P27|FAM14D|ISG12	ENSG00000165949	uc032bkg.2	NM_005532	P40305
HGNC:19754	Approved	IFI27L1	interferon alpha inducible protein 27 like 1	FAM14B		ENSG00000165948	uc001ycl.4	NM_206949	Q96BM0
HGNC:19753	Approved	IFI27L2	interferon alpha inducible protein 27 like 2	FAM14A	TLH29	ENSG00000119632	uc001ycq.4	NM_032036	Q9H2X8
HGNC:5398	Approved	IFI30	"IFI30, lysosomal thiol reductase"		IFI-30|GILT|IP30|MGC32056|IP-30	ENSG00000216490	uc002nic.3	NM_006332	P13284
HGNC:5399	Approved	IFI35	interferon induced protein 35		IFP35	ENSG00000068079	uc060fqu.1	NM_005533	P80217
HGNC:16938	Approved	IFI44	interferon induced protein 44		MTAP44|p44|TLDC5	ENSG00000137965	uc001dip.5	NM_006417	Q8TCB0
HGNC:17817	Approved	IFI44L	interferon induced protein 44 like	C1orf29	GS3686	ENSG00000137959	uc010oro.2	NM_006820	Q53G44
HGNC:18873	Approved	IFIH1	interferon induced with helicase C domain 1		MDA-5|Hlcd|MDA5|IDDM19	ENSG00000115267	uc002uce.5	NM_022168	Q9BYX4
HGNC:5407	Approved	IFIT1	interferon induced protein with tetratricopeptide repeats 1	G10P1|IFI56|IFNAI1	GARG-16	ENSG00000185745	uc001kgi.5	NM_001548	P09914
HGNC:23442	Approved	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B	IFIT1L	bA149I23.6	ENSG00000204010	uc001kgh.3	NM_001010987	Q5T764
HGNC:5408	Approved	IFIT1P1	interferon induced protein with tetratricopeptide repeats 1 pseudogene 1	G13P1|IFI56P|IFIT1P	II56P	ENSG00000215515		NG_001215	
HGNC:5409	Approved	IFIT2	interferon induced protein with tetratricopeptide repeats 2	IFI54|G10P2	IFI-54|ISG-54K|cig42|GARG-39	ENSG00000119922	uc009xts.4	NM_001547	P09913
HGNC:5411	Approved	IFIT3	interferon induced protein with tetratricopeptide repeats 3	IFIT4	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2	ENSG00000119917	uc001kgf.5	NM_001549	O14879
HGNC:13328	Approved	IFIT5	interferon induced protein with tetratricopeptide repeats 5		RI58	ENSG00000152778	uc010qnh.3	NM_012420	Q13325
HGNC:38020	Approved	IFIT6P	"interferon induced protein with tetratricopeptide repeats 6, pseudogene"			ENSG00000224289		NG_022187	
HGNC:5412	Approved	IFITM1	interferon induced transmembrane protein 1	IFI17	9-27|CD225	ENSG00000185885	uc057xel.1	NM_003641	P13164
HGNC:5413	Approved	IFITM2	interferon induced transmembrane protein 2		1-8D	ENSG00000185201	uc001lox.5	NM_006435	Q01629
HGNC:5414	Approved	IFITM3	interferon induced transmembrane protein 3		1-8U	ENSG00000142089	uc001lpa.3	NM_021034	Q01628
HGNC:21669	Approved	IFITM4P	interferon induced transmembrane protein 4 pseudogene		dJ377H14.5	ENSG00000235821		NR_001590	
HGNC:16644	Approved	IFITM5	interferon induced transmembrane protein 5		fragilis4|Hrmp1|BRIL	ENSG00000206013	uc001low.3	NM_001025295	A6NNB3
HGNC:32202	Approved	IFITM8P	interferon induced transmembrane protein 8 pseudogene			ENSG00000215096		NG_005307	
HGNC:33972	Approved	IFITM9P	interferon induced transmembrane protein 9 pseudogene			ENSG00000213275		NG_006210	
HGNC:40022	Approved	IFITM10	interferon induced transmembrane protein 10			ENSG00000244242	uc021qbs.3	NM_001170820	A6NMD0
HGNC:5415	Entry Withdrawn	IFN1@	entry withdrawn						
HGNC:5417	Approved	IFNA1	interferon alpha 1		IFNA@|IFL|IFN|IFN-ALPHA|IFNA13|IFN-alphaD	ENSG00000197919	uc003zpd.2	NM_024013	P01562
HGNC:5423	Approved	IFNA2	interferon alpha 2		IFNA|IFN-alphaA	ENSG00000188379	uc003zpb.4	NM_000605	P01563
HGNC:5425	Approved	IFNA4	interferon alpha 4		MGC142200|IFN-alpha4a	ENSG00000236637	uc003zon.3	NM_021068	P05014
HGNC:5426	Approved	IFNA5	interferon alpha 5		IFN-alphaG	ENSG00000147873	uc011lnh.3	NM_002169	P01569
HGNC:5427	Approved	IFNA6	interferon alpha 6		IFN-alphaK	ENSG00000120235	uc011lni.3	NM_021002	P05013
HGNC:5428	Approved	IFNA7	interferon alpha 7		IFNA-J|IFN-alphaJ	ENSG00000214042	uc003zop.1	NM_021057	P01567
HGNC:5429	Approved	IFNA8	interferon alpha 8		IFN-alphaB	ENSG00000120242	uc003zpc.1	NM_002170	P32881
HGNC:5418	Approved	IFNA10	interferon alpha 10		IFN-alphaC	ENSG00000186803	uc003zoq.1	NM_002171	P01566
HGNC:5442	Approved	IFNA11P	"interferon alpha 11, pseudogene"	IFNP11		ENSG00000231195		NG_027866	
HGNC:5443	Approved	IFNA12P	"interferon alpha 12, pseudogene"	IFNP12		ENSG00000235108		NG_004681	
HGNC:5419	Approved	IFNA13	interferon alpha 13			ENSG00000233816	uc003zpa.3	NM_006900	P01562
HGNC:5420	Approved	IFNA14	interferon alpha 14		LEIF2H|IFN-alphaH	ENSG00000228083	uc010mis.4	NM_002172	P01570
HGNC:5421	Approved	IFNA16	interferon alpha 16		IFN-alphaO	ENSG00000147885	uc003zor.1	NM_002173	P05015
HGNC:5422	Approved	IFNA17	interferon alpha 17		LEIF2C1|IFN-alphaI	ENSG00000234829	uc003zos.1	NM_021268	P01571
HGNC:5444	Approved	IFNA20P	"interferon alpha 20, pseudogene"	IFNP20		ENSG00000226393		NG_027867	
HGNC:5424	Approved	IFNA21	interferon alpha 21		IFN-alphaI	ENSG00000137080	uc003zom.2	NM_002175	P01568
HGNC:5431	Approved	IFNA22P	"interferon alpha 22, pseudogene"	IFNAP22		ENSG00000224416		NG_005640	
HGNC:5432	Approved	IFNAR1	interferon alpha and beta receptor subunit 1	IFNAR	IFRC	ENSG00000142166	uc002yrn.4	NM_000629	P17181
HGNC:5433	Approved	IFNAR2	interferon alpha and beta receptor subunit 2	IFNABR		ENSG00000159110	uc002yre.5	NM_000874	P48551
HGNC:5434	Approved	IFNB1	interferon beta 1	IFNB	IFB|IFF	ENSG00000171855	uc003zok.4	NM_002176	P01574
HGNC:5436	Entry Withdrawn	IFNB3	entry withdrawn						
HGNC:5437	Entry Withdrawn	IFNBR	entry withdrawn						
HGNC:18163	Approved	IFNE	interferon epsilon		IFNE1	ENSG00000184995	uc003zpg.4	NM_176891	Q86WN2
HGNC:5438	Approved	IFNG	interferon gamma			ENSG00000111537	uc001stw.2	NM_000619	P01579
HGNC:43910	Approved	IFNG-AS1	IFNG antisense RNA 1		Tmevpg1|LincR-Ifng-3'AS|NEST	ENSG00000255733	uc058qot.1	NR_104124	
HGNC:5439	Approved	IFNGR1	interferon gamma receptor 1	IFNGR	CD119	ENSG00000027697	uc003qho.3	NM_000416	P15260
HGNC:5440	Approved	IFNGR2	interferon gamma receptor 2	IFNGT1	AF-1	ENSG00000159128	uc002yrp.4	NM_005534	P38484
HGNC:21714	Approved	IFNK	interferon kappa			ENSG00000147896	uc003zqp.3	NM_020124	Q9P0W0
HGNC:18363	Approved	IFNL1	interferon lambda 1	IL29	IL-29	ENSG00000182393	uc002okv.4	NM_172140	Q8IU54
HGNC:18364	Approved	IFNL2	interferon lambda 2	IL28A	IL-28A	ENSG00000183709	uc002oku.2	NM_172138	Q8IZJ0
HGNC:18365	Approved	IFNL3	interferon lambda 3	IL28B	IL-28B|IL28C	ENSG00000197110	uc010xuu.3	NM_172139	Q8IZI9
HGNC:44483	Approved	IFNL3P1	interferon lambda 3 pseudogene 1	IL28BP1		ENSG00000268510		NG_024181	
HGNC:44480	Approved	IFNL4	interferon lambda 4 (gene/pseudogene)		IFNAN	ENSG00000272395	uc060yjc.2	NM_001276254	K9M1U5
HGNC:45090	Approved	IFNL4P1	interferon lambda 4 pseudogene 1			ENSG00000272311			
HGNC:18584	Approved	IFNLR1	interferon lambda receptor 1	IL28RA	CRF2/12|IFNLR|IL-28R1	ENSG00000185436	uc001bis.4	NM_170743	Q8IU57
HGNC:32009	Approved	IFNNP1	"interferon nu 1, pseudogene"			ENSG00000230208		NG_009495	
HGNC:5445	Entry Withdrawn	IFNP23	entry withdrawn						
HGNC:5446	Entry Withdrawn	IFNP24	entry withdrawn						
HGNC:5447	Approved	IFNR	interferon production regulator						
HGNC:5448	Approved	IFNW1	interferon omega 1			ENSG00000177047	uc003zol.2	NM_002177	P05000
HGNC:5452	Approved	IFNWP2	interferon omega 1 pseudogene 2			ENSG00000237691		NG_011585	
HGNC:5453	Approved	IFNWP4	interferon omega 1 pseudogene 4			ENSG00000225027			
HGNC:5454	Approved	IFNWP5	interferon omega 1 pseudogene 5			ENSG00000232138		NG_016582	
HGNC:5455	Approved	IFNWP9	interferon omega 1 pseudogene 9			ENSG00000226597		NG_016396	
HGNC:5449	Approved	IFNWP15	interferon omega 1 pseudogene 15			ENSG00000232281		NG_001150	
HGNC:5450	Approved	IFNWP18	interferon omega 1 pseudogene 18		pseudo-IFN-alpha-m	ENSG00000223684		NG_002922	
HGNC:5451	Approved	IFNWP19	interferon omega 1 pseudogene 19			ENSG00000238271		NG_005641	
HGNC:5456	Approved	IFRD1	interferon related developmental regulator 1		PC4|TIS7	ENSG00000006652	uc003vgh.4	NM_001550	O00458
HGNC:5457	Approved	IFRD2	interferon related developmental regulator 2		SKMc15|SM15|IFNRP	ENSG00000214706	uc062kcu.1	NM_006764	Q12894
HGNC:30989	Approved	IFT20	intraflagellar transport 20			ENSG00000109083	uc002haw.3	NM_174887	Q8IY31
HGNC:21895	Approved	IFT22	intraflagellar transport 22	RABL5	FLJ14117|FLJ13225|DKFZp761N0823	ENSG00000128581		NM_022777	Q9H7X7
HGNC:18626	Approved	IFT27	intraflagellar transport 27	RABL4	RAYL|BBS19	ENSG00000100360	uc003apu.4	NM_006860	Q9BW83
HGNC:29669	Approved	IFT43	intraflagellar transport 43	C14orf179	FLJ32173|MGC16028	ENSG00000119650	uc010asm.1	NM_052873	Q96FT9
HGNC:26146	Approved	IFT46	intraflagellar transport 46	C11orf60	C11orf2|FLJ21827|CFAP32	ENSG00000118096	uc001ptp.2	NM_020153	Q9NQC8
HGNC:15901	Approved	IFT52	intraflagellar transport 52	C20orf9	CGI-53|NGD5|dJ1028D15.1|NGD2	ENSG00000101052	uc002xkw.4	NM_016004	Q9Y366
HGNC:17367	Approved	IFT57	intraflagellar transport 57	ESRRBL1	FLJ10147|HIPPI|MHS4R2	ENSG00000114446	uc003dwx.4	NM_018010	Q9NWB7
HGNC:21424	Approved	IFT74	intraflagellar transport 74	CCDC2	CMG1|CMG-1|FLJ22621	ENSG00000096872	uc010mja.4	NM_025103	Q96LB3
HGNC:49806	Approved	IFT74-AS1	IFT74 antisense RNA 1			ENSG00000234676		NR_121605	
HGNC:29262	Approved	IFT80	intraflagellar transport 80	WDR56	KIAA1374	ENSG00000068885	uc062pnb.1	NM_020800	Q9P2H3
HGNC:14313	Approved	IFT81	intraflagellar transport 81	CDV1	CDV-1R|MGC4027	ENSG00000122970	uc001tqi.4	NM_014055	Q8WYA0
HGNC:20606	Approved	IFT88	intraflagellar transport 88	TTC10	hTg737|Tg737|D13S1056E|MGC26259	ENSG00000032742	uc001uni.4	NM_006531	Q13099
HGNC:13556	Approved	IFT122	intraflagellar transport 122	WDR10	WDR140|WDR10p|SPG	ENSG00000163913	uc003emm.5	NM_018262	Q9HBG6
HGNC:29077	Approved	IFT140	intraflagellar transport 140	WDTC2	gs114|KIAA0590	ENSG00000187535	uc002cmb.4	NM_014714	Q96RY7
HGNC:30391	Approved	IFT172	intraflagellar transport 172		SLB|wim|osm-1|NPHP17|BBS20	ENSG00000138002	uc002rku.4	NM_015662	Q9UG01
HGNC:5459	Approved	IGAD1	immunoglobulin A (IgA) deficiency susceptibility 1						
HGNC:5461	Approved	IGBP1	immunoglobulin binding protein 1	IBP1		ENSG00000089289	uc004dxv.4	NM_001551	P78318
HGNC:40295	Approved	IGBP1-AS1	IGBP1 antisense RNA 1			ENSG00000203588	uc064zsd.1		
HGNC:40294	Approved	IGBP1-AS2	IGBP1 antisense RNA 2			ENSG00000220925	uc064zsc.1		
HGNC:19709	Approved	IGBP1P1	immunoglobulin (CD79A) binding protein 1 pseudogene 1	C14orf19		ENSG00000226677		NR_002937	
HGNC:43611	Approved	IGBP1P2	immunoglobulin (CD79A) binding protein 1 pseudogene 2					NG_012738	
HGNC:43612	Approved	IGBP1P3	immunoglobulin (CD79A) binding protein 1 pseudogene 3			ENSG00000231552		NG_022199	
HGNC:43613	Approved	IGBP1P4	immunoglobulin (CD79A) binding protein 1 pseudogene 4			ENSG00000250325		NG_022017	
HGNC:43614	Approved	IGBP1P5	immunoglobulin (CD79A) binding protein 1 pseudogene 5			ENSG00000250858		NG_022053	
HGNC:9700	Approved	IGDCC3	immunoglobulin superfamily DCC subclass member 3	PUNC	HsT18880	ENSG00000174498	uc002aos.2	NM_004884	Q8IVU1
HGNC:13770	Approved	IGDCC4	immunoglobulin superfamily DCC subclass member 4		NOPE|LOC57722	ENSG00000103742	uc002aou.2	NM_020962	Q8TDY8
HGNC:5463	Approved	IGES	"immunoglobulin E concentration, serum"						
HGNC:5464	Approved	IGF1	insulin like growth factor 1		IGF1A|IGFI|IGF-I	ENSG00000017427	uc001tjo.3	NM_000618	P05019
HGNC:5465	Approved	IGF1R	insulin like growth factor 1 receptor		JTK13|CD221|IGFIR|MGC18216|IGFR	ENSG00000140443	uc002bul.4	NM_000875	P08069
HGNC:5466	Approved	IGF2	insulin like growth factor 2	C11orf43	FLJ44734|IGF-II	ENSG00000167244	uc001lvg.4	NM_000612	P01344
HGNC:14062	Approved	IGF2-AS	IGF2 antisense RNA	IGF2AS	PEG8|IGF2-AS1	ENSG00000099869	uc001lvk.3	NM_016412	Q6U949
HGNC:28866	Approved	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1		IMP-1	ENSG00000159217	uc002iom.4	NM_006546	Q9NZI8
HGNC:28867	Approved	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2		IMP-2	ENSG00000073792	uc003fpo.4	NM_006548	Q9Y6M1
HGNC:32674	Approved	IGF2BP2-AS1	IGF2BP2 antisense RNA 1	C3orf65	FLJ32900	ENSG00000163915		NR_027317	Q96M15
HGNC:28868	Approved	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3		IMP-3|CT98|IMP3	ENSG00000136231	uc003swg.4	NM_006547	O00425
HGNC:5467	Approved	IGF2R	insulin like growth factor 2 receptor		CD222|MPRI|MPR1|CIMPR|M6P-R|CI-M6PR|CI-MPR|MPR300	ENSG00000197081	uc003qta.4	NM_000876	P11717
HGNC:5468	Approved	IGFALS	insulin like growth factor binding protein acid labile subunit		ALS	ENSG00000099769	uc002cmy.4	NM_001146006	P35858
HGNC:5469	Approved	IGFBP1	insulin like growth factor binding protein 1	IBP1	IGF-BP25|AFBP|hIGFBP-1|PP12	ENSG00000146678	uc003tnp.4	NM_000596	P08833
HGNC:5471	Approved	IGFBP2	insulin like growth factor binding protein 2	IBP2		ENSG00000115457	uc061sgd.1	NM_000597	P18065
HGNC:5472	Approved	IGFBP3	insulin like growth factor binding protein 3		IBP3|BP-53	ENSG00000146674	uc003tns.4	NM_001013398	P17936
HGNC:5473	Approved	IGFBP4	insulin like growth factor binding protein 4		IBP4|BP-4|HT29-IGFBP|IGFBP-4	ENSG00000141753	uc002hus.4	NM_001552	P22692
HGNC:5474	Approved	IGFBP5	insulin like growth factor binding protein 5			ENSG00000115461	uc002vgj.5	NM_000599	P24593
HGNC:5475	Approved	IGFBP6	insulin like growth factor binding protein 6			ENSG00000167779	uc001sbu.2	NM_002178	P24592
HGNC:5476	Approved	IGFBP7	insulin like growth factor binding protein 7		MAC25|IGFBP-7|PSF|FSTL2	ENSG00000163453	uc003hcn.4	NM_001253835	Q16270
HGNC:40296	Approved	IGFBP7-AS1	IGFBP7 antisense RNA 1			ENSG00000245067		NR_034081	
HGNC:20081	Approved	IGFBPL1	insulin like growth factor binding protein like 1		bA113O24.1	ENSG00000137142	uc004aaz.4	XM_294567	Q8WX77
HGNC:24093	Approved	IGFL1	IGF like family member 1		UNQ644	ENSG00000188293	uc002pee.3	NM_198541	Q6UW32
HGNC:32956	Approved	IGFL1P1	IGF like family member 1 pseudogene 1		IGFL-5P	ENSG00000268879		NG_028705	
HGNC:32957	Approved	IGFL1P2	IGF like family member 1 pseudogene 2		IGFL-6P	ENSG00000268238		NG_028698	
HGNC:32929	Approved	IGFL2	IGF like family member 2		UNQ645	ENSG00000204866	uc002peb.4	NM_001002915	Q6UWQ7
HGNC:52559	Approved	IGFL2-AS1	IGFL2 antisense RNA 1			ENSG00000268621		NR_135234	
HGNC:32930	Approved	IGFL3	IGF like family member 3		UNQ483	ENSG00000188624	uc002pea.1	NM_207393	Q6UXB1
HGNC:32931	Approved	IGFL4	IGF like family member 4			ENSG00000204869	uc002pdy.1	NM_001002923	Q6B9Z1
HGNC:23620	Approved	IGFLR1	IGF like family receptor 1	U2AF1L4|TMEM149	FLJ22573	ENSG00000126246	uc002obd.5	NM_024660	Q9H665
HGNC:24607	Approved	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1		DKFZp434B1231|EEF1A2BP1	ENSG00000163395	uc001gwc.3	NM_178275	Q86VF2
HGNC:5477	Approved	IGH	immunoglobulin heavy locus	IGHDY1|IGH@				NG_001019	
HGNC:5478	Approved	IGHA1	immunoglobulin heavy constant alpha 1			ENSG00000211895	uc059gcy.1	NG_001019	P01876
HGNC:5479	Approved	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)			ENSG00000211890	uc059gck.1	NG_001019	P01877
HGNC:5480	Approved	IGHD	immunoglobulin heavy constant delta		FLJ00382|FLJ46727|MGC29633	ENSG00000211898	uc059gdn.1	NG_001019	P01880
HGNC:5482	Approved	IGHD1-1	immunoglobulin heavy diversity 1-1		IGHD11	ENSG00000236170	uc059gfi.1	NG_001019	P0DOY5
HGNC:5486	Approved	IGHD1-7	immunoglobulin heavy diversity 1-7		DM1|IGHD17	ENSG00000237197	uc059gfa.1	NG_001019	
HGNC:5483	Approved	IGHD1-14	immunoglobulin heavy diversity 1-14 (non-functional)		IGHD114|DM2	ENSG00000227108	uc059get.1	NG_001019	
HGNC:5484	Approved	IGHD1-20	immunoglobulin heavy diversity 1-20		IGHD120	ENSG00000237020	uc059gem.1	NG_001019	
HGNC:5485	Approved	IGHD1-26	immunoglobulin heavy diversity 1-26		IGHD126	ENSG00000211907	uc059gef.1	NG_001019	
HGNC:5487	Approved	IGHD1OR15-1A	immunoglobulin heavy diversity 1/OR15-1A (non-functional)		IGHD1/OR15-1A|IGHD1OR151A	ENSG00000271336	uc059got.1		
HGNC:5488	Approved	IGHD1OR15-1B	immunoglobulin heavy diversity 1/OR15-1B (non-functional)		IGHD1/OR15-1B|IGHD1OR151B	ENSG00000270185	uc059gpu.1		
HGNC:5490	Approved	IGHD2-2	immunoglobulin heavy diversity 2-2		IGHD22	ENSG00000211931	uc059gff.1	NG_001019	
HGNC:5492	Approved	IGHD2-8	immunoglobulin heavy diversity 2-8		IGHD28|DLR1	ENSG00000211925	uc059gez.1	NG_001019	
HGNC:5489	Approved	IGHD2-15	immunoglobulin heavy diversity 2-15		IGHD215|D2	ENSG00000211918	uc059ges.1	NG_001019	
HGNC:5491	Approved	IGHD2-21	immunoglobulin heavy diversity 2-21		IGHD221	ENSG00000211912	uc059gek.1	NG_001019	
HGNC:5493	Approved	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional)		IGHD2/OR15-2A|IGHD2OR152A	ENSG00000282599	uc059gos.1		
HGNC:5494	Approved	IGHD2OR15-2B	immunoglobulin heavy diversity 2/OR15-2B (non-functional)		IGHD2/OR15-2B|IGHD2OR152B	ENSG00000282268	uc059gpt.1		
HGNC:5498	Approved	IGHD3-3	immunoglobulin heavy diversity 3-3		IGHD33|DXP4	ENSG00000211930	uc059gfe.1	NG_001019	
HGNC:5499	Approved	IGHD3-9	immunoglobulin heavy diversity 3-9		IGHD39|DXP1	ENSG00000211924	uc059gey.1	NG_001019	
HGNC:5495	Approved	IGHD3-10	immunoglobulin heavy diversity 3-10		IGHD310|DXP'1	ENSG00000211923	uc059gex.1	NG_001019	
HGNC:5496	Approved	IGHD3-16	immunoglobulin heavy diversity 3-16		IGHD316	ENSG00000211917	uc059ger.1	NG_001019	
HGNC:5497	Approved	IGHD3-22	immunoglobulin heavy diversity 3-22		IGHD322	ENSG00000211911	uc059gej.1	NG_001019	
HGNC:5500	Approved	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional)		IGHD3/OR15-3A|IGHD3OR153A	ENSG00000282520	uc059gor.1		
HGNC:5501	Approved	IGHD3OR15-3B	immunoglobulin heavy diversity 3/OR15-3B (non-functional)		IGHD3/OR15-3B|IGHD3OR153B	ENSG00000282089	uc059gps.1		
HGNC:5505	Approved	IGHD4-4	immunoglobulin heavy diversity 4-4		IGHD44|DA4	ENSG00000233655	uc059gfd.1	NG_001019	
HGNC:5502	Approved	IGHD4-11	immunoglobulin heavy diversity 4-11 (non-functional)		IGHD411|DA1	ENSG00000232543	uc059gew.1	NG_001019	
HGNC:5503	Approved	IGHD4-17	immunoglobulin heavy diversity 4-17		IGHD417	ENSG00000227800	uc059gep.1	NG_001019	
HGNC:5504	Approved	IGHD4-23	immunoglobulin heavy diversity 4-23 (non-functional)		IGHD423	ENSG00000227196	uc059gei.1	NG_001019	
HGNC:5506	Approved	IGHD4OR15-4A	immunoglobulin heavy diversity 4/OR15-4A (non-functional)		IGHD4/OR15-4A|IGHD4OR154A	ENSG00000271317	uc059goq.1		
HGNC:5507	Approved	IGHD4OR15-4B	immunoglobulin heavy diversity 4/OR15-4B (non-functional)		IGHD4/OR15-4B|IGHD4OR154B	ENSG00000270451	uc059gpr.1		
HGNC:5511	Approved	IGHD5-5	immunoglobulin heavy diversity 5-5		IGHD55|DK4	ENSG00000211928	uc059gfc.1	NG_001019	
HGNC:5508	Approved	IGHD5-12	immunoglobulin heavy diversity 5-12		IGHD512|DK1	ENSG00000211921	uc059gev.1	NG_001019	
HGNC:5509	Approved	IGHD5-18	immunoglobulin heavy diversity 5-18		IGHD518	ENSG00000211915	uc059geo.1	NG_001019	
HGNC:5510	Approved	IGHD5-24	immunoglobulin heavy diversity 5-24 (non-functional)		IGHD524	ENSG00000211909	uc059geh.1	NG_001019	
HGNC:5512	Approved	IGHD5OR15-5A	immunoglobulin heavy diversity 5/OR15-5A (non-functional)		IGHD5/OR15-5A|IGHD5OR155A	ENSG00000270961	uc059gop.1		
HGNC:5513	Approved	IGHD5OR15-5B	immunoglobulin heavy diversity 5/OR15-5B (non-functional)		IGHD5/OR15-5B|IGHD5OR155B	ENSG00000270824	uc059gpq.1		
HGNC:5517	Approved	IGHD6-6	immunoglobulin heavy diversity 6-6		IGHD66|D(N4)	ENSG00000228131	uc059gfb.1	NG_001019	
HGNC:5514	Approved	IGHD6-13	immunoglobulin heavy diversity 6-13		IGHD613|DN1	ENSG00000211920	uc059geu.1	NG_001019	
